Ata;Dia;Vereadores Presentes;Vereadores Ausentes;Leis;Link da Ata
36ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;8 de Maio de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Marfins, PP CELL, Professora Adriana Almeida, Professor Enilson, Raimundo Filho, Rene Pessoa, Ronaldo Marfins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Julierme Sena, Pedro Matos e Priscila Costa;0021/2025, 0029/2025, 0118/2025, 0139/2025, 0147/2025, 0151/2025, 0161/2025, 0232/2025, 0421/2025, 0422/2025, 0534/2022, 0590/2025, 0680/2025, 0774/2025, 0856/2023, 0959/2025, 1026/2023, 1040/2025, 1048/2025, 1063/2025, 1100/2025, 1156/2022, 1448/2025, 1618/2023, 1775/2025, 2388/2025, 2541/2025, 4681/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1823/ata/a08052025.pdf
36ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;8 de Maio de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-M Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinhei Julierme Sena, Leo Couto, Luiz Paupina, Luiz Sérgio, Ma Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, I( Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Raimundo Filho, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Benigno Júnior;0021/2025, 0029/2025, 0118/2025, 0139/2025, 0147/2025, 0151/2025, 0161/2025, 0232/2025, 0421/2025, 0422/2025, 0534/2022, 0590/2025, 0680/2025, 0774/2025, 0856/2023, 0959/2025, 1026/2023, 1040/2025, 1048/2025, 1063/2025, 1100/2025, 1156/2022, 1448/2025, 1618/2023, 1775/2025, 2388/2025, 2541/2025, 4681/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1823/ata/a08052025.pdf
35ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;7 de Maio de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Julierme Sena, Marcelo Mendes e Raimundo Filho;0013/2025, 0015/2025, 0017/2025, 0029/2025, 0035/2025, 0085/2019, 0093/2024, 0101/2025, 0103/2025, 0109/2025, 0113/2025, 0138/2025, 0154/2025, 0231/2025, 0419/2025, 0420/2025, 0578/2025, 0589/2025, 0719/2025, 0727/2025, 0758/2025, 0957/2025, 0960/2025, 0967/2025, 1023/2025, 1038/2025, 1053/2025, 1137/2022, 3183/2025, 3788/2025, 4522/2025, 4616/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1822/ata/a07052025.pdf
35ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;7 de Maio de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Taba, Professor Enilson, Raimundo Filho, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brita e Wellington Sabóia, ao toda quarenta e três;Nenhum ausente registrado;0013/2025, 0015/2025, 0017/2025, 0029/2025, 0035/2025, 0085/2019, 0093/2024, 0101/2025, 0103/2025, 0109/2025, 0113/2025, 0138/2025, 0154/2025, 0231/2025, 0419/2025, 0420/2025, 0578/2025, 0589/2025, 0719/2025, 0727/2025, 0758/2025, 0957/2025, 0960/2025, 0967/2025, 1023/2025, 1038/2025, 1053/2025, 1137/2022, 3183/2025, 3788/2025, 4522/2025, 4616/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1822/ata/a07052025.pdf
16ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;6 de Maio de 2025;: Adriana Gerônimo, Aglaylson, Ana Aracapé, Bruno Mesquita, Chiquinho dos Carneiros, Germano He-Man, Irmão Leo, Janio Henrique, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professor Enilson, Rene Pessoa, Tia Francisca e Tony Brit;BelIa Carmelo, Benigno Júnior, Cana lbiapina, Dr, Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Luiz Sérgio, Marcos Paulo, Mari Lacerda, Priscila Costa, Professora Adriana Almeida, Ronaldo Martins, Soldado Noelio e Wellington Sabóia;0010/2025, 0281/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1821/ata/a060052025_-_16a_extra.pdf
16ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;6 de Maio de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins,Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão, Irmão Leo, Julierme Sena, Kátia Rodrigues, Luiz Sérgio, Mari Lacerda, Pedro Matos, Priscila Costa e Soldado Noelio;0010/2025, 0281/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1821/ata/a060052025_-_16a_extra.pdf
34ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;6 de Maio de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca e Tony Brito;Dr. Luciano Girão, Julierme Sena, Kátia Rodrigues, Priscila Costa, Professora Adriana Almeida e Wellington Sabóia;0008/2025, 0010/2025, 0019/2025, 0023/2025, 0026/2025, 0028/2025, 0032/2025, 0071/2025, 0090/2024, 0090/2025, 0091/2024, 0094/2025, 0099/2025, 0110/2025, 0119/2024, 0121/2024, 0216/2025, 0237/2025, 0281/2025, 0417/2025, 0418/2025, 0491/2025, 0588/2025, 0679/2025, 0700/2025, 0716/2025, 0889/2025, 1020/2025, 1032/2025, 1033/2025, 1034/2025, 4522/2025, 497/1997, 571/2018;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1820/ata/a06052025.pdf
34ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;6 de Maio de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Irmão Leo, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Estrela Barros, Inspetor Alberto, Julierme Sena e Kátia Rodrigues;0008/2025, 0010/2025, 0019/2025, 0023/2025, 0026/2025, 0028/2025, 0032/2025, 0071/2025, 0090/2024, 0090/2025, 0091/2024, 0094/2025, 0099/2025, 0110/2025, 0119/2024, 0121/2024, 0216/2025, 0237/2025, 0281/2025, 0417/2025, 0418/2025, 0491/2025, 0588/2025, 0679/2025, 0700/2025, 0716/2025, 0889/2025, 1020/2025, 1032/2025, 1033/2025, 1034/2025, 4522/2025, 497/1997, 571/2018;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1820/ata/a06052025.pdf
33ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;30 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Ronaldo Marfins, Soldado Noelio, Tia Francisca e Tony Brito;Benigno Júnior, Dr. Luciano Girão, Julierme Sena, Luiz Paupina, Mari Lacerda, Priscila Costa, Rene Pessoa e Wellington Sabóia;0001/2025, 0008/2025, 0010/2025, 0028/2025, 0059/2025, 0068/2025, 0090/2025, 0123/2025, 0130/2025, 0155/2025, 0207/2025, 0216/2025, 0281/2025, 0300/2023, 0415/2025, 0416/2025, 0490/2025, 0586/2025, 0752/2025, 0888/2025, 1013/2025, 1024/2025, 4235/2025, 4346/2025, 497/1997;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1819/ata/a30042025.pdf
33ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;30 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão e Soldado Noelio;0001/2025, 0008/2025, 0010/2025, 0028/2025, 0059/2025, 0068/2025, 0090/2025, 0123/2025, 0130/2025, 0155/2025, 0207/2025, 0216/2025, 0281/2025, 0300/2023, 0415/2025, 0416/2025, 0490/2025, 0586/2025, 0752/2025, 0888/2025, 1013/2025, 1024/2025, 4235/2025, 4346/2025, 497/1997;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1819/ata/a30042025.pdf
32ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;29 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Marfins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Marfins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0007/2024, 0019/2025, 0024/2025, 0025/2025, 0029/2025, 0040/2025, 0102/2025, 0114/2025, 0116/2025, 0128/2025, 0145/2025, 0184/2022, 0238/2024, 0413/2025, 0414/2025, 0796/2025, 0797/2025, 0913/2025, 1000/2025, 1001/2025, 1012/2025, 1017/2025, 3751/2024, 4151/2025, 4171/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1818/ata/a29042025.pdf
32ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;29 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Germano He-Man e Julierme Sena;0003/2025, 0007/2024, 0019/2025, 0024/2025, 0025/2025, 0029/2025, 0040/2025, 0102/2025, 0114/2025, 0116/2025, 0128/2025, 0145/2025, 0184/2022, 0238/2024, 0413/2025, 0414/2025, 0796/2025, 0797/2025, 0913/2025, 1000/2025, 1001/2025, 1012/2025, 1017/2025, 3751/2024, 4151/2025, 4171/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1818/ata/a29042025.pdf
15ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;24 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão, Germano He-Man, Inspetor Alberto, Kátia Rodrigues e Ronaldo Martins;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1817/ata/a24042025_-_15a_extra.pdf
15ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;24 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carla lbiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Uns, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1817/ata/a24042025_-_15a_extra.pdf
14ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;24 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brita e Wellington Sabóia;Dr. Luciano Girão, Germano He-Man, Julierme Sena, Kátia Rodrigues, Pedro Matos, PP CELL e Priscila Costa;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1816/ata/a24042025_-_14a_extra.pdf
14ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;24 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Marfins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Marfins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1816/ata/a24042025_-_14a_extra.pdf
31ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;24 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Belia Carmelo, Bruno Mesquita, Germano He-Man, Julierme Sena, Priscila Costa, Professora Adriana Almeida e Soldado Noelio;0003/2025, 0004/2025, 0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0053/2024, 0219/2024, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0404/2025, 0412/2025, 0489/2025, 0585/2025, 0699/2025, 0715/2025, 0718/2025, 0720/2025, 0860/2025, 0861/2025, 0985/2025, 0986/2025, 0989/2025, 0991/2025, 0992/2025, 0993/2025, 0996/2025, 1014/2025, 1562/2025, 3483/2024, 3547/2025, 3555/2024, 3766/2025, 3941/2025, 5418/2024, 5418/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1815/ata/a24042025.pdf
31ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;24 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carta Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0004/2025, 0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0020/2025, 0053/2024, 0219/2024, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0404/2025, 0412/2025, 0489/2025, 0585/2025, 0699/2025, 0715/2025, 0718/2025, 0720/2025, 0860/2025, 0861/2025, 0985/2025, 0986/2025, 0989/2025, 0991/2025, 0992/2025, 0993/2025, 0996/2025, 1014/2025, 1562/2025, 3483/2024, 3547/2025, 3555/2024, 3766/2025, 3941/2025, 5418/2024, 5418/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1815/ata/a24042025.pdf
13ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;23 de Abril de 2025;Adriana Gerônimo, Aglaylson, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Inspetor Alberto, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Mari Lacerda, Michel Lins, Paulo Martins, PP CELL, Professor Aguiar Toba, Professor Enilson, Soldado Noelio, Tia Francisca e Tony Brito;Nenhum ausente registrado;0014/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1814/ata/a23042025_-_13a_extra.pdf
13ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;23 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Bruno 1 Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mani Lacerda, Michel Lins, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0014/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1814/ata/a23042025_-_13a_extra.pdf
12ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;23 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Mari Lacerda, Michel Lins, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Soldado Noelio, Tia Francisca e Tony Brito;Nenhum ausente registrado;0011/2025, 0012/2025, 0014/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1813/ata/a23042025_-_12a_extra.pdf
12ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;23 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0011/2025, 0012/2025, 0014/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1813/ata/a23042025_-_12a_extra.pdf
