Ata;Dia;Vereadores Presentes;Vereadores Ausentes;Leis;Link da Ata
3ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura;19 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Bruno Mesquita, Carla Ibiapina, Emanuel Acrízio, Erich Douglas, Kátia Rodrigues, Leo Couto, Marcel Colares, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, PP CELL, Professora Adriana Almeida e Tony Brito;Nenhum ausente registrado;0005/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1781/ata/a19022025_-_3a_extra.pdf
7ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;18 de Fevereiro de 2025;Adriana Gerônimo, Ana Aracapé, Beila Carmelo, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Inspetor Alberto, Irmão Leo, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins e Wellington Sabóia;Nenhum ausente registrado;0005/2025, 0010/2025, 0012/2025, 0014/2025, 0018/2025, 0050/2025, 0055/2025, 0071/2025, 0077/2025, 0083/2025, 0097/2025, 0108/2025, 0113/2025, 0120/2025, 0170/2025, 0174/2025, 0194/2025, 0202/2025, 0294/2025, 0321/2025, 0325/2025, 0349/2025, 0916/2025, 0958/2025, 1895/2025, 1904/2025, 1992/2025, 2000/2025, 2023/2025, 2095/2025, 236/2017;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1779/ata/a18022025.pdf
7ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;18 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0005/2025, 0010/2025, 0012/2025, 0014/2025, 0018/2025, 0050/2025, 0055/2025, 0071/2025, 0077/2025, 0083/2025, 0097/2025, 0108/2025, 0113/2025, 0120/2025, 0170/2025, 0174/2025, 0194/2025, 0202/2025, 0294/2025, 0321/2025, 0325/2025, 0349/2025, 0916/2025, 0958/2025, 1895/2025, 1904/2025, 1992/2025, 2000/2025, 2023/2025, 2095/2025, 236/2017;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1779/ata/a18022025.pdf
5ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;12 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Inspetor Alberto, Irmão Leo, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Marfins, Pedro Matos, Professor Enilson, Rene Pessoa, Ronaldo Marfins, e Wellington Sabóia;Nenhum ausente registrado;0005/2025, 0012/2025, 0013/2025, 0017/2025, 0020/2025, 0026/2025, 0027/2025, 0029/2025, 0030/2025, 0052/2025, 0053/2025, 0104/2025, 0105/2025, 0118/2024, 0123/2024, 0133/2025, 0172/2025, 0198/2025, 0204/2025, 0216/2025, 0238/2025, 0300/2025, 0305/2025, 0453/2021, 1791/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1776/ata/a12022025.pdf
5ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;12 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0005/2025, 0012/2025, 0013/2025, 0017/2025, 0020/2025, 0026/2025, 0027/2025, 0029/2025, 0030/2025, 0052/2025, 0053/2025, 0104/2025, 0105/2025, 0118/2024, 0123/2024, 0133/2025, 0172/2025, 0198/2025, 0204/2025, 0216/2025, 0238/2025, 0300/2025, 0305/2025, 0453/2021, 1791/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1776/ata/a12022025.pdf
4ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;11 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tony Brita e Wellington Sabóia;BelIa Carmelo, Gardel Rolim, Julierme Sena, Luiz Paupina, Priscila Costa e Soldado Noelio;0006/2025, 0012/2025, 0054/2025, 0056/2025, 0065/2025, 0101/2025, 0102/2023, 0102/2025, 0103/2025, 0191/2025, 0192/2025, 0218/2025, 0219/2025, 0236/2025, 0237/2025, 0246/2025, 0247/2025, 0296/2025, 0299/2025, 0303/2025, 0723/2025, 1528/2025, 1537/2025, 1631/2025, 1649/2025, 1745/2025, 1775/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1775/ata/a11022025.pdf
4ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;11 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Taba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brita e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0012/2025, 0054/2025, 0056/2025, 0065/2025, 0101/2025, 0102/2023, 0102/2025, 0103/2025, 0191/2025, 0192/2025, 0218/2025, 0219/2025, 0236/2025, 0237/2025, 0246/2025, 0247/2025, 0296/2025, 0299/2025, 0303/2025, 0723/2025, 1528/2025, 1537/2025, 1631/2025, 1649/2025, 1745/2025, 1775/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1775/ata/a11022025.pdf
3ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;6 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0003/2025, 0004/2025, 0005/2025, 0094/2025, 0095/2025, 0096/2025, 0130/2025, 0132/2025, 0133/2025, 0141/2025, 0148/2025, 0151/2025, 0209/2025, 0210/2025, 0217/2025, 0225/2025, 0234/2025, 0235/2025, 0240/2025, 0241/2025, 0244/2025, 0245/2025, 0249/2025, 0253/2025, 0255/2025, 0281/2025, 0282/2025, 0938/2025, 1440/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1774/ata/a06022025.pdf
3ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;6 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Cana lbiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0003/2025, 0004/2025, 0005/2025, 0094/2025, 0095/2025, 0096/2025, 0130/2025, 0132/2025, 0133/2025, 0141/2025, 0148/2025, 0151/2025, 0209/2025, 0210/2025, 0217/2025, 0225/2025, 0234/2025, 0235/2025, 0240/2025, 0241/2025, 0244/2025, 0245/2025, 0249/2025, 0253/2025, 0255/2025, 0281/2025, 0282/2025, 0938/2025, 1440/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1774/ata/a06022025.pdf
2ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;5 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0070/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1773/ata/a05022025_-_2a_extra.pdf
2ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;5 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, 1 Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio e Tony Brito;Nenhum ausente registrado;0003/2025, 0070/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1773/ata/a05022025_-_2a_extra.pdf
1ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;5 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carta Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio e Tony Brito;Nenhum ausente registrado;0003/2025, 0070/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1772/ata/a05022025_-_1a_extra.pdf
1ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;5 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Carla lbiapina, Chiquinho dos Carneiros, ,..r. Luci-no 1 Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0070/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1772/ata/a05022025_-_1a_extra.pdf
2ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;5 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Marfins, PP CelI, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Dr. Luciano Girão e Julierme Sena;0001/2025, 0002/2025, 0003/2025, 0049/2025, 0051/2025, 0061/2025, 0064/2025, 0069/2025, 0070/2025, 0091/2025, 0092/2025, 0093/2025, 0139/2025, 0140/2025, 0169/2025, 0178/2025, 0179/2025, 0181/2025, 0182/2025, 0188/2025, 0199/2025, 0200/2025, 0201/2025, 0207/2025, 0208/2025, 0214/2025, 0231/2025, 0233/2025, 0242/2025, 0243/2025, 0257/2025, 0343/2025, 0701/2025, 0847/2025, 0936/2025, 1562/2025, 1568/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1771/ata/a05022025.pdf
2ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;5 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel 3 Lins, Paulo Martins, Pedro Matos, PP Celi, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Marfins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0003/2025, 0049/2025, 0051/2025, 0061/2025, 0064/2025, 0069/2025, 0070/2025, 0091/2025, 0092/2025, 0093/2025, 0139/2025, 0140/2025, 0169/2025, 0178/2025, 0179/2025, 0181/2025, 0182/2025, 0188/2025, 0199/2025, 0200/2025, 0201/2025, 0207/2025, 0208/2025, 0214/2025, 0231/2025, 0233/2025, 0242/2025, 0243/2025, 0257/2025, 0343/2025, 0701/2025, 0847/2025, 0936/2025, 1562/2025, 1568/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1771/ata/a05022025.pdf
1ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;4 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP Celi, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0004/2025, 0006/2025, 0012/2025, 0021/2025, 0029/2025, 0047/2025, 0048/2025, 0060/2025, 0062/2025, 0069/2024, 0069/2025, 0075/2025, 0076/2025, 0088/2025, 0089/2025, 0090/2025, 0115/2025, 0127/2025, 0132/2025, 0135/2025, 0142/2025, 0149/2025, 0150/2025, 0171/2025, 0177/2025, 0183/2025, 0185/2025, 0187/2025, 0192/2025, 0193/2025, 0202/2025, 0205/2025, 0206/2025, 0207/2025, 0221/2025, 0223/2025, 0230/2025, 0231/2025, 0240/2025, 1478/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1770/ata/a04022025.pdf
1ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;4 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CelI, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0004/2025, 0006/2025, 0012/2025, 0021/2025, 0029/2025, 0047/2025, 0048/2025, 0060/2025, 0062/2025, 0069/2024, 0069/2025, 0075/2025, 0076/2025, 0088/2025, 0089/2025, 0090/2025, 0115/2025, 0127/2025, 0132/2025, 0135/2025, 0142/2025, 0149/2025, 0150/2025, 0171/2025, 0177/2025, 0183/2025, 0185/2025, 0187/2025, 0192/2025, 0193/2025, 0202/2025, 0205/2025, 0206/2025, 0207/2025, 0221/2025, 0223/2025, 0230/2025, 0231/2025, 0240/2025, 1478/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1770/ata/a04022025.pdf
3ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;9 de Janeiro de 2025;Adriana Gerônimo, Aglaylson, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Léo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Soldado Noélio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0009/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1769/ata/a09012025_-_3a_extra.pdf
3ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;9 de Janeiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Léo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Soldado Noélio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0009/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1769/ata/a09012025_-_3a_extra.pdf
2ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;9 de Janeiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Dougias, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, inspetor Alberto, Irmão Léo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Marfins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noélio e Wellington Sabóia;Chiquinho dos Carneiros, Priscila Costa e Tony Brito;0001/2025, 0009/2025, 0021/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1768/ata/a09012025_-_2a_extra.pdf
2ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;9 de Janeiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Léo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mariana Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noélio, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0009/2025, 0021/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1768/ata/a09012025_-_2a_extra.pdf
1ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;9 de Janeiro de 2025;Adail Júnior, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Dr. Luciano Girão, Dr. Vicente, Emanuel Acrízio, Erich Douglas, Estrela Barros, Gabriel Aguiar, Inspetor Alberto, Irmão Léo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noélio, Tony Brito e Wellington Sabóia;Adriana Gerônimo, Aglaylson, Chiquinho dos Carneiros, Gardel Rolim, Germano He- Man e Mariana Lacerda;0001/2025, 0009/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1766/ata/a09012025_-_1a_extra.pdf
